# Table 2: Raw sequencing reads of all expressed small non-coding RNA species by tissue type. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Name:,Chromosomal Position,,,,BREAST,,,,,CNS,,,,,,COLON,,,,,,,LEUKEMIA,,,,,,MELANOMA,,,,,,,,,NSCLC,,,,,,,,,OVARIAN,,,,,,,PROSTATE,,RENAL,,,,,,,
mature,structure,chromosome,start,stop,BT-549,HS-578T,MCF-7,MDA-MB-231,T-47D,SF-539,SF-295,SF-268,U251,SNB-75,SNB-19,COLO 205,HCT-15,HCC2998,HCT-116,HT-29,KM12,SW-620,CCRF-CEM,HL-60(TB),K-562,MOLT-4,RPMI 8226,SR,MALME-3M,LOX-IMVI,M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SK-MEL-2,UACC-257,UACC-62,A549,EKVX,HOP 92,HOP 62,NCI-H23,NCI-H322M,NCI-H226,NCI-H460,NCI-H522,IGR-OV1,NCI/ADR-RES,OVCAR-3,OVCAR-8,OVCAR-4,OVCAR-5,SK-OV-3,DU-145,PC-3,A498,CAKI-1,786-0,ACHN,RXF393,SN12C,TK-10,UO-31
hsa_piR_007610,piRNA,chr18,28089746,28089771,2,1,1,0,1,0,0,0,2,2,2,1,3,2,0,0,1,3,1,1,2,0,3,2,0,1,3,6,0,0,0,0,3,2,0,1,2,0,2,0,0,0,0,0,2,2,2,0,1,3,0,2,2,0,3,0,1,3,1
hsa_piR_007611,piRNA,chr17,52266236,52266261,1,0,1,0,1,1,1,0,3,2,1,1,2,0,1,5,1,2,0,0,0,1,1,1,0,1,1,1,1,2,1,0,1,2,0,0,1,1,0,1,1,1,4,0,1,0,1,3,0,1,0,1,1,1,0,1,0,3,0
hsa_piR_007612,piRNA,chr11,74230315,74230345,1,0,1,0,0,0,1,0,0,0,4,1,3,1,2,0,0,1,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1
hsa_piR_007613,piRNA,chr3,183209854,183209880,0,0,1,1,0,0,0,0,1,0,3,0,0,2,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,1,0,0,1,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0
hsa_piR_007614,piRNA,chr11,45671145,45671174,0,0,1,2,0,0,0,0,1,1,3,1,1,2,2,1,2,2,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,2,0,2,1,1
hsa_piR_007615,piRNA,chr17,23578463,23578489,2,0,2,4,2,2,0,0,3,2,7,1,2,1,5,2,1,5,0,0,1,0,1,2,0,1,0,2,1,1,2,0,1,0,3,4,3,0,0,1,3,1,0,2,1,2,3,1,0,3,2,0,0,2,2,0,2,4,1
hsa_piR_007616,piRNA,chr7,91945768,91945793,1,0,1,2,2,1,1,1,2,1,4,1,1,1,1,1,0,1,1,1,3,2,0,2,0,2,0,1,1,1,0,0,1,2,1,2,3,0,3,0,0,1,2,1,2,2,0,2,0,4,1,0,1,1,1,0,3,4,0
hsa_piR_007617,piRNA,chr3,48237360,48237387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,2,0
hsa_piR_007618,piRNA,chr14,87677460,87677488,3,0,3,0,1,2,0,5,3,4,1,0,2,4,1,0,3,0,0,1,6,0,0,2,1,5,3,0,0,0,1,0,2,0,1,2,3,5,0,2,0,1,12,2,1,0,0,0,3,6,0,5,0,1,1,3,0,6,4
hsa_piR_007619,piRNA,chr18,73824588,73824614,0,0,0,1,0,0,0,0,1,1,4,0,1,1,1,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
hsa_piR_007620,piRNA,chr3,52536950,52536975,1,0,1,3,0,0,0,0,1,0,1,0,1,2,1,1,1,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,2,1,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,1
hsa_piR_007621,piRNA,Multiple,Multiple,Multiple,1,1,4,2,1,2,0,0,1,0,0,0,3,4,1,1,0,0,0,3,0,0,0,4,0,0,2,2,0,1,1,0,0,1,0,2,2,2,0,1,0,3,1,2,3,0,0,0,1,2,0,2,0,1,0,0,2,7,1
hsa_piR_007622,piRNA,chr6,39206691,39206720,1,1,0,0,0,0,1,0,2,0,0,3,1,0,1,1,1,1,1,0,0,0,0,0,0,2,1,2,1,1,0,0,1,1,2,1,2,2,0,0,0,3,1,1,1,0,0,0,0,3,0,1,1,1,1,0,1,3,1
hsa_piR_007623,piRNA,chr8,1940145,1940172,0,1,1,0,1,0,0,0,1,0,2,0,1,0,0,1,1,2,1,0,1,1,0,0,0,2,1,1,0,0,0,0,2,1,0,1,2,1,3,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,4,0
hsa_piR_007624,piRNA,chr1,177823312,177823341,3,1,0,0,1,0,0,0,0,2,2,1,1,0,1,2,1,3,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,2,3,3,3,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,4,0,0
hsa_piR_007627,piRNA,chr19,39997853,39997880,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
hsa_piR_007628,piRNA,chr6,7827768,7827796,0,1,2,1,2,0,0,1,1,1,1,0,0,2,0,1,0,0,2,0,2,1,1,0,0,0,1,0,0,2,0,0,0,1,3,2,1,1,0,0,1,1,1,0,0,2,0,1,0,1,1,0,0,1,1,0,4,2,0
hsa_piR_007629,piRNA,chr1,148815461,148815488,6,2,96,27,5,0,0,1,15,7,14,7,36,32,36,2,4,11,3,21,4,18,4,13,0,9,3,18,1,0,3,0,1,7,37,25,25,21,34,27,5,7,1,22,0,5,2,4,1,60,3,13,9,11,11,0,9,10,0
hsa_piR_007630,piRNA,chr15,49367544,49367571,0,1,2,1,0,0,0,0,3,0,1,0,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,2,1,1,1,0,0,2,0,3,2,1,0,0,1,0,0,0,2,1
hsa_piR_007631,piRNA,chr19,15173683,15173708,5,0,3,2,0,0,0,1,6,4,2,0,3,3,3,2,2,2,1,2,0,0,2,2,0,3,0,3,1,0,0,0,2,1,1,1,3,1,4,3,1,1,0,2,2,2,2,0,2,4,10,1,0,3,1,1,1,4,0
hsa_piR_007632,piRNA,chr11,45675078,45675106,1,1,3,2,3,1,0,0,1,2,4,2,1,0,1,3,0,2,1,3,0,2,1,2,0,3,0,0,2,0,1,0,0,3,2,2,1,2,1,3,1,1,0,0,1,0,2,0,1,4,1,2,0,1,0,0,1,1,0
hsa_piR_007633,piRNA,chr19,40035808,40035837,0,0,0,0,1,0,0,0,4,1,2,0,0,0,0,0,0,3,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,2,3,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0,0,4,1,0
hsa_piR_007634,piRNA,chr15,90916286,90916315,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,0
hsa_piR_007636,piRNA,chr15,100137160,100137190,3,0,4,0,0,0,0,1,6,0,4,2,3,1,2,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,3,0,2,2,3,0,0,0,2,1
hsa_piR_007637,piRNA,chr15,60331731,60331760,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
hsa_piR_007638,piRNA,chr3,196050792,196050818,3,0,2,4,3,0,0,0,1,0,3,3,1,2,3,2,3,1,2,7,1,2,5,4,0,1,3,2,1,0,1,0,2,4,1,1,6,3,3,1,1,3,2,3,3,1,0,1,0,4,1,1,1,6,4,2,6,2,6
hsa_piR_007639,piRNA,chr3,199269800,199269825,1,0,1,1,1,0,0,0,2,0,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,2,0,1,3,1,0
hsa_piR_007640,piRNA,chr11,45658912,45658943,3,3,2,1,0,0,0,0,0,0,1,1,1,0,2,3,0,2,1,1,2,3,0,0,0,0,1,1,0,0,0,0,0,2,5,0,3,3,1,3,0,1,1,2,0,0,1,0,0,8,1,3,1,4,6,0,1,1,0
hsa_piR_007641,piRNA,chr12,27288113,27288138,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,22,0
hsa_piR_007642,piRNA,chr18,11649050,11649079,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
hsa_piR_007643,piRNA,chr11,6998047,6998072,0,0,1,0,2,0,0,0,0,0,0,1,2,1,1,5,0,1,0,0,0,0,1,1,0,0,1,2,0,0,2,0,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,4,0,0,2,0,1,1,0,2,0
hsa_piR_007644,piRNA,chr5,68520506,68520534,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
hsa_piR_007645,piRNA,chr15,91767891,91767919,2,1,2,0,0,0,1,0,2,1,3,1,4,0,0,4,1,6,4,2,3,4,2,4,0,1,0,1,0,0,0,0,3,2,0,2,1,4,1,0,1,3,2,3,2,0,1,1,2,2,0,2,0,2,1,1,4,4,0
hsa_piR_007646,piRNA,chr15,90933568,90933597,6,0,0,1,1,0,1,0,1,1,3,4,12,5,3,1,3,13,3,3,4,0,0,2,0,0,0,1,3,0,1,0,0,0,1,2,2,0,3,4,0,0,1,1,1,0,1,0,1,4,3,3,3,6,7,1,15,3,1
hsa_piR_007647,piRNA,chrX,3072115,3072142,1,0,1,2,2,0,1,1,1,1,3,2,2,8,3,1,1,2,0,0,3,2,1,0,0,2,3,1,0,0,0,0,0,2,2,2,3,5,4,1,0,0,3,1,1,1,4,3,0,4,1,0,2,1,2,1,0,2,0
hsa_piR_007648,piRNA,chr15,90922926,90922953,0,0,1,1,0,0,0,0,0,0,2,1,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
hsa_piR_007650,piRNA,chr20,33121580,33121607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,1,4,0,0,1,0,4,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
hsa_piR_007651,piRNA,chr6,39188427,39188454,0,0,0,2,0,0,0,0,2,0,2,1,1,0,1,1,2,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,1,0,1,0,0,1,0,1,0,2,0,1,2,0,3,2,1
hsa_piR_007652,piRNA,Multiple,Multiple,Multiple,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
hsa_piR_007653,piRNA,chr14,87676500,87676529,1,3,2,2,1,0,3,0,0,3,3,3,2,1,2,1,0,3,0,1,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,3,3,2,1,1,0,0,0,1,0,1,0,6,1,0,2,0,2,2,2,4,3
hsa_piR_007654,piRNA,chr11,7870389,7870414,0,0,3,1,0,0,0,2,1,1,1,0,0,2,2,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,2,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,2,0
hsa_piR_007655,piRNA,chr15,99671440,99671465,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa_piR_007656,piRNA,chr3,178009927,178009954,1,1,1,0,1,1,0,1,1,1,3,1,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,1,2,1,2,1,0,0,0,1,2,0
hsa_piR_007657,piRNA,chr9,87840325,87840350,0,1,0,1,1,2,0,0,0,0,1,0,1,3,1,1,1,0,0,0,1,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
hsa_piR_007658,piRNA,chr15,98096601,98096628,1,5,3,2,3,1,3,2,1,1,0,1,0,6,3,0,1,3,0,0,4,2,1,1,0,2,3,1,0,1,5,0,2,3,2,5,0,4,2,6,0,3,2,4,0,2,0,8,2,2,1,3,2,2,4,1,1,2,0
hsa_piR_007659,piRNA,chr5,729619,729647,1,0,2,2,0,0,0,0,1,0,1,1,1,4,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,2,0,1,1,2,1,3,0,1,1,1,0,0,1,1,0,7,1,1,1,1,1,2,3,0,0
hsa_piR_007660,piRNA,chr8,126004458,126004487,3,5,2,2,4,0,0,0,4,1,4,0,3,4,3,6,0,13,1,8,6,6,2,2,0,2,1,3,1,2,1,0,1,2,5,3,4,1,4,0,2,5,1,3,2,2,3,3,1,8,6,1,1,2,0,1,3,3,1
hsa_piR_007661,piRNA,Multiple,Multiple,Multiple,2,1,4,0,0,3,2,3,2,4,2,2,3,2,2,4,2,4,0,1,1,2,2,0,0,2,2,0,0,0,1,0,6,2,1,1,3,2,3,5,2,4,0,1,0,1,1,4,1,4,4,5,1,0,0,2,2,1,5
hsa_piR_007662,piRNA,chr9,94450185,94450210,0,0,4,2,3,1,0,1,1,0,3,1,1,1,1,2,0,1,0,0,4,1,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,0,4,1,0,0,1,0,1,3,2,0,6,1,4,0,2,4,0,2,4,0
hsa_piR_007663,piRNA,chr12,9374144,9374170,45,42,92,54,28,9,22,9,69,55,119,60,52,28,37,38,26,80,22,31,48,19,18,51,1,56,14,20,3,2,6,0,33,102,35,66,84,33,52,27,17,92,40,32,16,27,36,20,10,133,40,86,65,83,67,7,44,89,28
hsa_piR_007665,piRNA,chr1,13892763,13892790,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
hsa_piR_007666,piRNA,chr17,4019079,4019106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
hsa_piR_007667,piRNA,chr19,40088519,40088544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
hsa_piR_007669,piRNA,chr9,87884034,87884059,1,0,1,2,0,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_007670,piRNA,chr6,33991472,33991500,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,3,0,0,1,2,0,1,0,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,1,0,4,1,1,1,1,2,1,0,1,0
hsa_piR_007671,piRNA,chr8,140857890,140857918,0,3,2,0,3,8,1,0,0,2,1,1,0,0,0,3,4,2,0,0,3,2,1,2,0,3,3,0,1,1,0,0,0,1,2,1,1,0,0,1,3,5,4,1,2,1,2,1,3,0,2,1,0,1,0,4,1,3,0
hsa_piR_007672,piRNA,chr20,5426953,5426983,1,0,8,0,1,0,0,1,2,3,3,2,2,2,1,2,2,4,1,0,1,1,1,5,0,1,2,1,0,0,1,0,2,3,0,1,3,3,2,1,2,2,1,1,0,1,0,2,0,3,2,2,3,2,2,0,2,2,3
hsa_piR_007673,piRNA,chr18,11654378,11654407,50,145,20,12,19,3,3,1,28,14,27,32,30,45,39,206,141,29,23,29,137,10,7,14,3,142,135,9,4,2,8,0,11,39,46,33,41,11,18,14,8,12,150,7,7,8,6,9,4,74,7,31,24,34,32,6,21,20,9
hsa_piR_007675,piRNA,chr1,37970791,37970821,1,3,1,0,2,1,0,0,3,4,3,3,4,2,0,5,1,4,0,0,1,0,0,0,0,0,2,1,0,2,1,0,1,2,1,2,1,2,2,2,0,2,1,0,2,0,0,1,0,3,0,5,1,3,2,0,2,6,1
hsa_piR_007676,piRNA,Multiple,Multiple,Multiple,0,0,1,1,0,3,0,0,1,1,1,0,2,1,1,1,0,1,0,4,1,1,0,1,0,0,1,2,0,0,0,0,2,0,0,0,1,1,2,0,2,0,0,5,0,0,2,1,1,0,0,1,0,0,1,1,3,2,1
hsa_piR_007677,piRNA,chr2,154073421,154073448,1,0,3,0,2,0,0,0,1,2,7,0,0,1,0,2,0,1,0,0,2,3,0,1,0,0,0,1,0,0,0,0,1,1,2,3,0,2,2,1,1,3,3,0,1,2,0,0,0,1,1,1,2,5,1,0,2,4,1
hsa_piR_007678,piRNA,chr7,44392212,44392237,9,0,7,4,9,2,0,2,0,7,7,2,4,8,6,5,7,12,2,5,5,3,1,7,0,5,8,2,3,0,2,1,5,3,4,6,4,7,9,1,1,2,2,2,0,3,5,1,3,8,4,8,3,3,5,5,2,7,2
hsa_piR_007679,piRNA,chr3,12932175,12932205,1,0,4,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,1,1,0,0,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
hsa_piR_007680,piRNA,chr15,90942005,90942031,0,3,0,1,2,0,0,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0
hsa_piR_007681,piRNA,chr12,16359265,16359290,0,0,0,2,3,0,0,2,1,3,6,1,13,4,0,3,1,12,2,1,0,1,1,2,0,0,0,3,1,0,1,0,0,2,1,0,1,0,0,2,0,1,2,1,3,2,0,0,2,1,3,0,1,1,3,0,15,4,1
hsa_piR_007682,piRNA,chr2,10467708,10467733,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0
hsa_piR_007683,piRNA,chr6,4412612,4412638,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
hsa_piR_007684,piRNA,chr1,226433779,226433804,3,2,4,3,2,0,2,0,0,6,9,5,3,4,3,1,5,7,2,1,7,1,1,0,0,3,2,1,1,0,4,0,4,5,3,4,4,4,0,2,0,2,1,1,2,1,0,1,0,11,1,3,4,1,0,2,7,8,2
hsa_piR_007685,piRNA,chr11,66100587,66100614,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_007686,piRNA,chr3,15060371,15060398,6,2,2,0,0,1,1,0,1,1,3,2,0,0,0,0,0,2,0,0,3,1,2,2,0,0,1,0,0,0,0,0,0,4,1,0,0,1,2,2,1,0,0,4,0,0,1,3,0,0,0,3,0,2,1,0,1,2,1
hsa_piR_007687,piRNA,chr14,95791448,95791473,1,2,3,4,2,2,3,0,6,4,9,1,7,9,11,4,1,7,0,8,1,4,0,1,0,1,0,2,0,0,2,0,7,3,5,7,5,2,7,4,0,4,2,2,3,2,2,4,1,18,2,0,1,5,5,0,6,5,2
hsa_piR_007688,piRNA,chr20,23676602,23676627,3,0,2,1,1,0,0,1,2,1,2,4,1,2,0,0,1,3,0,3,1,2,0,2,0,0,2,1,0,0,0,0,3,2,2,1,1,1,2,2,1,0,0,2,0,0,0,0,0,6,0,0,1,1,0,1,3,4,1
hsa_piR_007689,piRNA,chr10,96313426,96313452,1,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,2
hsa_piR_007690,piRNA,chr22,36088401,36088430,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,2,1
hsa_piR_007691,piRNA,Multiple,Multiple,Multiple,2,0,2,2,1,1,1,0,3,1,0,2,2,1,0,2,1,2,0,1,2,1,0,3,0,1,2,2,1,2,2,0,0,2,1,0,2,1,4,1,0,3,1,3,2,4,1,3,16,5,0,0,1,1,1,3,3,4,2
hsa_piR_007692,piRNA,chr8,126022680,126022709,0,1,1,2,2,2,0,1,0,0,1,0,0,0,3,4,1,1,1,1,1,1,1,1,0,0,3,0,1,1,1,0,1,1,3,0,0,2,0,3,0,1,0,1,1,1,0,0,0,0,1,2,0,3,0,0,1,4,0
hsa_piR_007693,piRNA,chr12,3445790,3445815,1,1,1,1,4,7,7,2,3,0,4,1,0,0,2,1,2,3,8,0,3,2,8,1,0,13,0,1,0,17,8,0,58,2,1,3,1,2,1,5,4,1,0,3,5,0,11,1,12,16,3,1,1,0,4,2,2,5,0
hsa_piR_007694,piRNA,chr1,3145659,3145688,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,1,3,0,1,1,2,7,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
hsa_piR_007696,piRNA,chr3,12876226,12876254,2,0,6,5,4,1,1,1,3,6,2,0,9,2,2,7,2,9,1,1,9,1,4,2,0,4,1,1,0,0,1,0,3,3,5,4,5,3,3,6,1,7,5,5,1,1,2,3,0,11,4,3,2,4,1,0,4,8,1
hsa_piR_007697,piRNA,chr7,99160628,99160656,1,0,1,0,2,0,0,0,2,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0
hsa_piR_007698,piRNA,chr8,126023100,126023129,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
hsa_piR_007699,piRNA,chr6,170734100,170734128,0,1,23,21,2,0,0,0,0,0,6,1,2,5,2,0,1,7,1,0,0,11,2,1,0,0,0,12,0,0,0,0,1,2,0,0,1,8,11,12,1,1,0,20,0,0,0,0,0,2,0,1,0,1,2,0,0,6,0
hsa_piR_007700,piRNA,Multiple,Multiple,Multiple,1,1,1,0,1,0,1,1,2,1,3,2,1,0,0,0,2,3,0,2,1,0,0,4,0,0,0,1,1,0,0,0,3,1,0,2,0,0,2,1,0,2,0,1,0,0,1,1,0,4,1,2,1,1,1,0,1,1,4
hsa_piR_007701,piRNA,chr15,90929018,90929047,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa_piR_007702,piRNA,chr11,85903011,85903036,1,0,4,0,2,0,0,1,0,1,5,0,2,3,0,1,1,2,2,3,0,6,3,0,0,0,1,1,1,1,0,0,3,1,0,2,0,4,3,0,1,1,2,0,3,1,2,1,0,2,1,0,0,0,2,1,4,1,0
hsa_piR_007703,piRNA,chr12,3453543,3453572,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1
hsa_piR_007704,piRNA,Multiple,Multiple,Multiple,0,1,2,0,0,1,2,2,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,2,1,1,0,0,0,0,1,0
hsa_piR_007705,piRNA,Multiple,Multiple,Multiple,0,1,2,0,0,0,0,2,2,1,3,1,2,1,0,1,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,2,1,3,1,0,1,2,2,2,0,1,0,1,1,2,2,1,3,2,1
hsa_piR_007706,piRNA,chr1,204837135,204837163,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0
hsa_piR_007708,piRNA,chr16,24995106,24995133,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
hsa_piR_007709,piRNA,chr9,124915443,124915473,0,0,1,0,0,1,0,1,1,0,1,1,0,0,2,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,3,0,0,2,1,1
